mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2,date,hour
150,2023-08-24 11:44:11,51.0401057,3.6927498,37.0,41.0,238.0,213.0,806.0,798.0,81.0,81.0,77.0,81.0,2023-08-24,11:44:11
150,2023-08-24 21:02:17,50.7725566,3.8729925,38.0,31.0,210.0,334.0,1032.0,1188.0,86.0,85.0,86.0,89.0,2023-08-24,21:02:17
150,2023-08-23 21:52:54,50.7823323,3.8750088,38.0,35.0,203.0,200.0,797.0,822.0,90.0,86.0,87.0,89.0,2023-08-23,21:52:54
150,2023-08-25 05:15:10,50.7701832,3.8718017,26.0,31.0,403.0,369.0,1330.0,1289.0,81.0,81.0,77.0,81.0,2023-08-25,05:15:10
150,2023-08-25 05:00:10,50.7699901,3.8713757,27.0,28.0,238.0,213.0,792.0,800.0,81.0,82.0,78.0,79.0,2023-08-25,05:00:10
150,2023-08-25 07:24:15,51.0155357,3.7758397,77.0,32.0,0.0,213.0,0.0,798.0,67.0,81.0,74.0,80.0,2023-08-25,07:24:15
150,2023-08-25 04:24:05,50.769981,3.8713353,26.0,33.0,244.0,217.0,795.0,800.0,81.0,80.0,77.0,81.0,2023-08-25,04:24:05
150,2023-08-25 06:40:09,51.0326885,3.7381705,78.0,33.0,0.0,379.0,0.0,1662.0,73.0,83.0,81.0,84.0,2023-08-25,06:40:09
150,2023-08-03 11:23:09,51.0162784,3.7733519,23.0,25.0,310.0,286.0,803.0,799.0,71.0,67.0,60.0,59.0,2023-08-03,11:23:09
150,2023-08-03 12:52:18,50.7814541,3.8750318,37.0,40.0,251.0,238.0,843.0,821.0,88.0,85.0,85.0,87.0,2023-08-03,12:52:18
150,2023-08-03 13:54:20,50.7701924,3.8715396,22.0,35.0,258.0,231.0,794.0,806.0,80.0,78.0,74.0,80.0,2023-08-03,13:54:20
150,2023-08-03 10:59:10,51.0162898,3.773367,20.0,22.0,362.0,345.0,807.0,801.0,63.0,58.0,50.0,49.0,2023-08-03,10:59:10
150,2023-08-03 14:59:17,50.9194714,3.7914948,35.0,42.0,427.0,386.0,1502.0,1496.0,84.0,87.0,83.0,92.0,2023-08-03,14:59:17
150,2023-08-03 13:35:16,50.7701628,3.8715833,22.0,38.0,262.0,227.0,804.0,801.0,81.0,78.0,78.0,80.0,2023-08-03,13:35:16
150,2023-08-03 16:04:12,50.8514139,3.6014933,39.0,33.0,238.0,217.0,800.0,803.0,80.0,80.0,81.0,84.0,2023-08-03,16:04:12
150,2023-08-03 16:33:17,50.7421612,3.6020395,33.0,31.0,258.0,227.0,805.0,805.0,81.0,80.0,77.0,81.0,2023-08-03,16:33:17
150,2023-08-03 14:27:15,50.7701661,3.8716074,22.0,36.0,262.0,234.0,801.0,802.0,81.0,78.0,76.0,79.0,2023-08-03,14:27:15
150,2023-08-04 04:46:56,50.8511797,3.6011904,18.0,22.0,334.0,296.0,792.0,795.0,73.0,70.0,56.0,63.0,2023-08-04,04:46:56
150,2023-08-04 07:15:00,51.0159049,3.774796,61.0,60.0,0.0,6.0,0.0,0.0,77.0,78.0,76.0,79.0,2023-08-04,07:15:00
